,business_id,transactions,avg_rating,count_review,month_year,pickupordelivery,avgabove3.5star
278,05O6cMbF2qy0abLR1UTrhQ,"['pickup', 'delivery']",5.0,2,2021-09,yes,yes
279,UXGBhV_q9q-SAUt7CZEKjw,[],4.0,3,2020-03,no,yes
280,5Y2QbypSD9ces-aX0-mrPg,['delivery'],4.666666666666667,3,2018-08,yes,yes
281,Ky8yhJVLvhhUF_KvaLPOoA,['delivery'],2.3333333333333335,3,2019-08,yes,no
282,nofPE70z-OsBWRcq08Ks1Q,['delivery'],5.0,3,2021-08,yes,yes
283,uKOEAJrv3QP59dJ0Mj6cBg,['delivery'],3.0,3,2021-07,yes,no
284,8u79_zkH7S6YylqDae6ygQ,['delivery'],4.333333333333333,3,2021-06,yes,yes
285,fFYvhpn01HYuGp6zqHpPmQ,[],2.3333333333333335,3,2019-10,no,no
286,XQH2soIPKGbjZxgG-zZ0wQ,['delivery'],1.6666666666666667,3,2016-04,yes,no
287,z0HEYd_IttPDoVP1XZ7ByA,[],5.0,3,2021-07,no,yes
288,Ci7DMWTv4RGgP90ZlfQ3OA,[],2.3333333333333335,3,2019-11,no,no
289,gsnAq4HObZCRGz2C9Tpx_A,[],5.0,2,2021-10,no,yes
290,AW_IFBG-6crgbCQGkQg61Q,[],3.3333333333333335,3,2021-11,no,no
291,hZEXoNuBm9kdpPOpi_QObg,[],2.6666666666666665,3,2020-02,no,no
292,JpVpAwGSAXBIuyZ0GxlBXw,['delivery'],5.0,3,2021-09,yes,yes
293,jUuWDJWcAv6bnTH54os4Zg,['delivery'],4.333333333333333,3,2021-09,yes,yes
294,OpD-wgudQfV5FHfIhLohvQ,[],1.0,3,2017-12,no,no
295,6EMpzz1uugL-VTQ2f_7SHg,['delivery'],1.3333333333333333,3,2021-03,yes,no
296,4XX9oMdGqtXkoC8A29YvgA,"['pickup', 'delivery']",4.666666666666667,3,2021-08,yes,yes
297,_Q7UUNtj307VBkq-QmrcJg,[],1.0,3,2021-05,no,no
298,0wiXdYxQ1EeqRET-9MF64Q,['delivery'],1.3333333333333333,3,2011-11,yes,no
299,p14yDn6g9xoLUDOxl8e5tA,[],2.0,3,2018-10,no,no
300,RTP_ijR2KsRcZ-agCZeAnA,[],2.6666666666666665,3,2018-04,no,no
301,ZTEXlPpOcWTnZsMgOUPI9A,[],4.333333333333333,3,2021-06,no,yes
302,0K-v754XA2PKWxWzyVyybg,"['pickup', 'delivery']",3.0,3,2020-02,yes,no
303,vVsv8Ow6w_1EQAGRxbYh1g,['delivery'],4.333333333333333,3,2020-03,yes,yes
304,MoXYs9Gy5GDRyYfifg9BNw,['pickup'],3.6666666666666665,3,2016-11,yes,yes
305,vYzxlETIQ22Rm3WBFl0ReQ,"['pickup', 'delivery']",3.6666666666666665,3,2021-11,yes,yes
306,yHS7wMJhW3bZsaFQOhSmeA,['pickup'],2.3333333333333335,3,2021-07,yes,no
307,lk-MX1oOeVLfTS--oqFsow,['delivery'],1.6666666666666667,3,2020-01,yes,no
308,9NEm-9lMEuDG6SIocxe-yA,['delivery'],3.6666666666666665,3,2019-01,yes,yes
309,5Smhh5LOUd4xs1hAa_EiSA,[],4.0,3,2020-12,no,yes
310,jqwXf_tET6ucSHqFs9-QRQ,['delivery'],3.3333333333333335,3,2021-09,yes,no
311,2TcoPHvJeftYNYLzRsmb7w,"['delivery', 'pickup']",4.0,3,2017-09,yes,yes
312,c1NOGPImv8yAY3D-7xbGXQ,['delivery'],4.333333333333333,3,2019-12,yes,yes
313,-JH_HT-pvFW6nv1L8TNYMw,"['delivery', 'pickup']",3.3333333333333335,3,2019-12,yes,no
314,m6UHs2ALgLSJiAEoVqN98w,"['pickup', 'delivery']",1.6666666666666667,3,2019-05,yes,no
315,Qa5nO5xH7YH0cZ5JuV27zQ,['delivery'],2.0,3,2018-10,yes,no
316,MBiBsxSG_xzuhUAksU4SwQ,['delivery'],2.3333333333333335,3,2020-08,yes,no
317,LDhMVyXmI6ipBD_cMrhOSg,"['pickup', 'delivery']",3.3333333333333335,3,2021-10,yes,no
318,ZHJnsFwuqESp1oj4MVYLkg,['delivery'],3.6666666666666665,3,2017-09,yes,yes
319,G4LWU4i9P_n2pc2o-ilxvA,['delivery'],2.6666666666666665,3,2019-06,yes,no
320,P7zloOZFilYJTQybZarx-A,[],3.0,3,2021-07,no,no
321,NqjCYVtUwfKyDanVZGfF8w,['delivery'],2.6666666666666665,3,2021-05,yes,no
322,0HJQ2cXMk7HRw7mDiIzQ7Q,['delivery'],3.6666666666666665,3,2015-08,yes,yes
323,WYbcnxQ36nzY1aXmhKjmYw,[],1.3333333333333333,3,2021-10,no,no
324,Bkw-UZGGZR6UoGYYDp5U1Q,[],3.0,3,2021-03,no,no
325,zlWaxO7pgCXQtHpWbdvong,[],2.6666666666666665,3,2019-02,no,no
326,AFbpwEa01kai0Gdj_2MIYg,[],4.666666666666667,3,2020-10,no,yes
327,J3KuSJ1yjWTIe0gKdNxM0w,['delivery'],4.333333333333333,3,2020-02,yes,yes
328,lbi0E_plFqqvaxXL6MqL4w,[],3.6666666666666665,3,2021-01,no,yes
329,QYFr5zYMWb-rKtb5zA0bbg,['delivery'],3.0,3,2018-01,yes,no
330,rX2YZTC_GOIPyuhGIQhtbQ,['delivery'],2.6666666666666665,3,2020-11,yes,no
331,bI9mxbdCVNoKktomRcVfXw,['delivery'],2.6666666666666665,3,2020-11,yes,no
332,KnK4EmvyqTWyhmjvyFDQ8A,"['pickup', 'delivery']",4.333333333333333,3,2020-10,yes,yes
333,lDZ9vqR9qs3_yJSCXS673A,"['pickup', 'delivery']",3.3333333333333335,3,2019-06,yes,no
334,LAk73UAnoCOSyKqTDGXx1A,"['pickup', 'delivery']",4.333333333333333,3,2021-09,yes,yes
335,EkaG41299Gc2K1LrfmjemA,['delivery'],2.6666666666666665,3,2018-12,yes,no
336,28FntIhPd2JQuF6WgagOiw,['delivery'],4.666666666666667,3,2021-06,yes,yes
337,bGM8rvwj_X-LbBZIaCCYEQ,[],2.0,3,2021-12,no,no
338,cVo51FBr5yLg_C-x3Rtrng,[],3.6666666666666665,3,2018-03,no,yes
339,MdJPgxU68PZ3Q7IMG-zwSQ,"['pickup', 'delivery']",2.6666666666666665,3,2017-07,yes,no
340,P1dZhNMtN4RsfekUocDGfQ,['delivery'],4.0,3,2017-08,yes,yes
341,TRnx5u8g3pw4F4K6ifHchQ,"['pickup', 'delivery']",3.3333333333333335,3,2018-11,yes,no
342,NJS5bQFwUZ69I1xNvKzksA,['delivery'],3.3333333333333335,3,2021-07,yes,no
343,CFFcVdaVECeg7jDN5LndaQ,"['pickup', 'delivery']",3.3333333333333335,3,2019-07,yes,no
344,jvFIDrLys_Tx8Opv23zxmg,['delivery'],3.0,3,2021-10,yes,no
345,DpNHXP0Yroy8k_ZcorzUeQ,['delivery'],5.0,3,2020-12,yes,yes
346,SeTiZwd1upsxY_XX2-yu2g,['delivery'],1.3333333333333333,3,2020-10,yes,no
347,ojD8XReCjt4aTqq2EAi6Aw,['delivery'],3.3333333333333335,3,2019-11,yes,no
348,NVtyJdKev6l00YTnco2Meg,['delivery'],2.6666666666666665,3,2021-07,yes,no
349,ATr5rLX458GecFbq9lb1EA,[],3.0,3,2016-09,no,no
350,9_IyNGq3yiLGYlGCht7G2w,[],2.3333333333333335,3,2018-06,no,no
351,i4fWrN_LeR-_upcvR-zVVQ,['delivery'],3.3333333333333335,3,2021-07,yes,no
352,0igTbZGXP_BrwBLFsvNPGw,[],2.0,3,2018-10,no,no
353,tiP1OAdt5yBSAnhvpuCVRw,"['pickup', 'delivery']",1.6666666666666667,3,2018-10,yes,no
354,WvpJDWaJ6O9C0_e681vQ9Q,['delivery'],4.666666666666667,3,2017-07,yes,yes
355,T1Uc7i25OWNQG09SwvJ3iQ,[],4.666666666666667,3,2021-12,no,yes
356,9UlktlmAdbjWf-Hc7P3Z6Q,[],3.0,3,2018-04,no,no
357,HFRQ72qu3cM-oGtvbiSktA,['delivery'],1.3333333333333333,3,2021-07,yes,no
358,kzDaoHxXvwp6QLSfEwMuZg,[],1.6666666666666667,3,2020-11,no,no
359,G3zMWrloKv26HBGqC6PWNw,[],2.0,3,2020-10,no,no
360,_7WUGkLhARsSb_hUAhZfpg,"['pickup', 'delivery']",3.3333333333333335,3,2019-05,yes,no
361,RV6rCScQUhtDhTYUDY1lkg,[],4.333333333333333,3,2020-12,no,yes
362,C8Z8yqnW5GWZVcXOa_cKlg,"['pickup', 'delivery']",4.333333333333333,3,2020-06,yes,yes
363,TbI1Hll58KeDl45XgoJGYA,['delivery'],2.6666666666666665,3,2019-06,yes,no
364,l5ondrwyEQtnKr9tAggIJw,[],2.6666666666666665,3,2020-03,no,no
365,ewyqWAFcY53YSkP2ftWUAg,['delivery'],3.6666666666666665,3,2020-02,yes,yes
366,4dKbi1NzMuQ4fJKxdPiyeQ,"['delivery', 'pickup']",2.3333333333333335,3,2021-08,yes,no
367,ta6hhzYZ22KQelqN8oKfjA,['delivery'],4.333333333333333,3,2020-06,yes,yes
368,Gyi1BTqEcWUErjmA9oedKA,"['pickup', 'delivery']",3.0,3,2018-09,yes,no
369,erTYzaZXJbHdEsJsB1-1Tw,['delivery'],1.3333333333333333,3,2015-02,yes,no
370,95LzYswYEG_40vWMUBNclw,['delivery'],3.3333333333333335,3,2019-11,yes,no
371,4eT9FTSE3xqbg_4rm8NmAw,['delivery'],1.0,2,2021-04,yes,no
372,mgGS4dPb19tD69I52xv2rg,['delivery'],3.0,3,2018-01,yes,no
373,0LLBbJ2JGCN344DEx06UEA,['delivery'],4.333333333333333,3,2020-11,yes,yes
374,mIbu3fShgdPE_6dL-iSq-Q,[],4.333333333333333,3,2021-04,no,yes
375,tiPvJHuB-6uN4a9uHgEK1g,[],4.333333333333333,3,2020-10,no,yes
376,Aq4Ckq863s_R5HZipgBmRA,[],4.333333333333333,3,2020-01,no,yes
377,mfL1ywhPPMYU5bOodQgVuw,['delivery'],1.0,3,2020-05,yes,no
378,Vml3vBqbQ8hH6E2IWWJ-6A,[],3.3333333333333335,3,2021-10,no,no
379,7SQm_ouJ9_Zkib4q9MHgYQ,['delivery'],3.6666666666666665,3,2018-09,yes,yes
380,gXTIq2sEQajMPefoj5uvwg,[],2.6666666666666665,3,2021-04,no,no
381,8lH89_Mf9keNDfC_1GaySw,['delivery'],1.6666666666666667,3,2015-08,yes,no
382,5ngTtZd6sktqYzmpPPUOjQ,['delivery'],3.0,3,2017-02,yes,no
383,XycP9kWYBRezke9HSGJ_JA,['delivery'],3.3333333333333335,3,2020-06,yes,no
384,YSvCtvCzlx1XjzLVjC5NgQ,[],3.0,3,2021-10,no,no
385,NWFctWGfocFeYstOvSFPeg,[],3.3333333333333335,3,2018-11,no,no
386,GmlFo1yUQrjw3TXjol0f1A,['delivery'],4.666666666666667,3,2017-05,yes,yes
387,KB_uFyoONt1I2u7h5SXjAA,"['pickup', 'delivery']",1.0,3,2020-09,yes,no
388,cwjJMnz5dMxUtD0nI4luxg,['delivery'],2.0,3,2018-02,yes,no
389,uDV08XwB-JiRRD4swTXSIA,[],3.0,3,2019-12,no,no
390,eRj9lFIjKxDuDUtZ58ipwg,['delivery'],3.3333333333333335,3,2017-03,yes,no
391,XuBnKUrwktuQJs3CXg3z8Q,"['pickup', 'delivery']",4.333333333333333,3,2016-11,yes,yes
392,-niBDgS3FID5eyDSWnQyFA,['delivery'],2.3333333333333335,3,2017-05,yes,no
393,sxJcOjJkUGpjwDekZIFbhw,[],2.6666666666666665,3,2020-02,no,no
394,OiP6DGrFU289nHy5KqQA9w,['delivery'],2.0,3,2019-12,yes,no
395,EbsLCsXa_QtXWN90elpXAQ,"['pickup', 'delivery']",1.3333333333333333,3,2020-09,yes,no
396,9n0Ayxw0ygCdl-hggMZcRw,[],1.3333333333333333,3,2020-01,no,no
397,d0h9KU3j1aVU4-KIYfK4zA,['delivery'],3.0,3,2018-05,yes,no
398,F9mIsMD9VXu33VV0J82Xlg,"['delivery', 'pickup']",2.6666666666666665,3,2019-01,yes,no
399,tdpi5qLNR2wJHp9blfz8nA,"['pickup', 'delivery']",3.0,3,2021-07,yes,no
400,cxdAV0JelOTwppAog9DvSA,['delivery'],3.0,3,2018-10,yes,no
401,Snvc2uxmZx-2DTVqkX7Z8w,['delivery'],5.0,3,2017-04,yes,yes
402,LeyGXopT2ueWbTWSIKAC3A,"['delivery', 'pickup']",2.3333333333333335,3,2019-09,yes,no
403,rQjX2a9d8BMUqZXzU3s51Q,['delivery'],2.6666666666666665,3,2021-04,yes,no
404,RgBOqxzJ75PWzXsUSjw2Gw,[],4.0,3,2021-06,no,yes
405,ufva_xBUQtNuCDQX7mL0VA,"['delivery', 'pickup']",3.0,3,2020-01,yes,no
406,Ll46SINGMQPij61k274FZQ,['delivery'],4.333333333333333,3,2020-07,yes,yes
407,mL2qyaO1tdn_8OpG1gQVGA,[],4.666666666666667,3,2020-03,no,yes
408,bX4cv8hX39irLXfxXmGLjw,['delivery'],2.3333333333333335,3,2021-06,yes,no
409,TNuj3KZ0z9HHscYj74yXUg,"['pickup', 'delivery']",2.3333333333333335,3,2018-06,yes,no
410,Ll-YN3_tpe3N22-UybYxKg,[],2.3333333333333335,3,2021-10,no,no
411,E94bJNHEz0WD4G-zay3DsQ,['delivery'],4.666666666666667,3,2021-02,yes,yes
412,KAwr56rYxGb9CHSmhpiL-g,['delivery'],2.3333333333333335,3,2015-08,yes,no
413,UlstX5vQWT_n9QSAzoFA7A,"['pickup', 'delivery']",4.666666666666667,3,2021-12,yes,yes
414,BC1ACScfHTKKbMVqct2HZg,['delivery'],4.333333333333333,3,2020-10,yes,yes
415,kTqhpcUfDiA2amiZU8V8bg,"['delivery', 'pickup']",2.0,3,2014-08,yes,no
416,cb7x1prKHsAG5EtDvcS7nw,"['pickup', 'delivery']",2.3333333333333335,3,2020-05,yes,no
417,JM_naG-wCTrntAQoK-O5kw,['delivery'],3.3333333333333335,3,2021-09,yes,no
418,YSCW2GRt6PvQp0PNTNqf7A,['delivery'],4.0,3,2019-04,yes,yes
419,ScnUb9liq-z8RlQpCmL6kg,['delivery'],2.6666666666666665,3,2018-07,yes,no
420,KqY2sUzWXohlTPabiRxfOg,[],3.0,3,2019-09,no,no
421,AdiV5a839j_RdCBptmZOZA,"['pickup', 'delivery']",3.6666666666666665,3,2017-02,yes,yes
422,y-Sd7B1RxyOMDov-8_9OUQ,[],4.333333333333333,3,2019-05,no,yes
423,f7czfI7do10eHFFSvbMduQ,[],1.3333333333333333,3,2020-01,no,no
424,kmRM_sVqFS7CVSqD0ZjnOw,['delivery'],2.3333333333333335,3,2018-11,yes,no
425,bH6oFkNMb8RjVidOauXE5w,"['delivery', 'pickup']",3.0,3,2021-11,yes,no
426,e9tUky5iQB9SyIYev3DL6w,[],2.3333333333333335,3,2020-01,no,no
427,VttKVZB6FLGsTBcvBzCOMA,"['pickup', 'delivery']",3.6666666666666665,3,2021-11,yes,yes
428,NoRJUBPGFK4rksNIkVXu6Q,[],2.3333333333333335,3,2018-11,no,no
429,Y9Z_vWgi0A8vb3QRYzzplw,"['delivery', 'pickup']",3.0,3,2015-08,yes,no
430,eVCcmuiVPThN_d7eb6CxOw,['delivery'],3.0,3,2019-05,yes,no
431,p6X38vGco5osw72tmR1t-g,['delivery'],3.3333333333333335,3,2017-04,yes,no
432,txIUTlA8SyuF0kWaZhNnaw,[],3.0,3,2011-11,no,no
433,F989F4i871pPCb49Om0lpA,"['delivery', 'pickup']",3.0,3,2020-02,yes,no
434,bpRQSLfc6P1XrhpgS9D-Mw,['delivery'],3.6666666666666665,3,2014-11,yes,yes
435,oXTILJBmoKP8Ksjziii_Sw,[],3.0,3,2020-09,no,no
436,gyiwgkWW897GL_Zjm7QADg,['delivery'],1.6666666666666667,3,2021-05,yes,no
437,JfYOJWrXhJz0IRXqjRCItw,['delivery'],4.666666666666667,3,2021-11,yes,yes
438,D6Ygx8oaffqubGQuhYkalA,"['delivery', 'pickup']",2.0,3,2019-11,yes,no
439,tfcJyh3D0SYWVYwJCzjHnA,"['pickup', 'delivery']",2.3333333333333335,3,2015-08,yes,no
440,PqPa5KcwNPqLl6kofX3AyA,['delivery'],2.6666666666666665,3,2019-05,yes,no
441,Sd1KvEA89o-JD_BVo73N_w,[],3.3333333333333335,3,2019-09,no,no
442,YcD3YRhr98C5TNLXoeihFw,"['pickup', 'delivery']",3.3333333333333335,3,2015-07,yes,no
443,VxyNhlQWuCtVzaPyTMY_dg,"['delivery', 'pickup']",3.3333333333333335,3,2019-05,yes,no
444,02u__VPNrdWsNeTNA_xyCw,"['delivery', 'pickup']",3.3333333333333335,3,2021-06,yes,no
445,222ZG8p4dvGDgCJhfb5hMw,['delivery'],1.6666666666666667,3,2015-11,yes,no
446,ImXkfyAPKmEkWNzbQnMA2Q,[],3.0,3,2021-11,no,no
447,AxFlf3YJFeXiX3TfAWFHgQ,[],3.5,2,2021-06,no,yes
448,rB3jGlEpd548OivmCMeL4w,[],2.3333333333333335,3,2018-01,no,no
449,DHnYIn8DC5hZnab6_9gElQ,"['pickup', 'delivery']",4.0,3,2018-10,yes,yes
450,icUf5bpRmZ8uVi0fZS9gAQ,['delivery'],2.0,3,2019-08,yes,no
451,mMUTod7Tpnb0_glDueF9wQ,['delivery'],4.666666666666667,3,2020-12,yes,yes
452,BxR-aUzV3F6PIRKCTh6Ubg,['delivery'],2.3333333333333335,3,2020-06,yes,no
453,uAmPeqYbtHOgr45t1zXQPg,['delivery'],3.0,3,2018-09,yes,no
454,_BxWi7-9ZUk80Gl5GEMH-A,['delivery'],3.6666666666666665,3,2019-10,yes,yes
455,EZ7mDlnv4GHNoxWt09-9bA,['delivery'],4.0,3,2021-09,yes,yes
456,A07w6cQC554pHMG-mbSz1Q,"['pickup', 'delivery']",2.0,3,2018-11,yes,no
457,R3p7Igi6brEUWMFizRgZ1A,[],2.3333333333333335,3,2018-02,no,no
458,aT2t4GgMQ32qQuFX-AgmAA,"['delivery', 'pickup']",3.0,3,2019-05,yes,no
459,Na6UAi1zqPwXAM8jC4utCA,"['pickup', 'delivery']",2.6666666666666665,3,2021-11,yes,no
460,5eanf5RsFacxSaZ_6PpUkQ,['delivery'],2.3333333333333335,3,2018-09,yes,no
461,1u3F6blCoRyJRXAgALDCmQ,"['delivery', 'pickup']",3.6666666666666665,3,2021-10,yes,yes
462,l3CDE_Yaqufitm7laM-ujg,[],3.6666666666666665,3,2021-07,no,yes
463,olpJrC99sruox3S69Lq1yw,"['pickup', 'delivery']",2.6666666666666665,3,2018-10,yes,no
464,wkgbCrcZFf10MBNbCnKoWw,"['pickup', 'delivery']",2.3333333333333335,3,2018-02,yes,no
465,bpq3D2avIng8qZ3IrQ1gUg,"['pickup', 'delivery']",3.6666666666666665,3,2021-07,yes,yes
466,ioXvs43mTsZYVmwMhf5GYQ,['delivery'],2.0,3,2021-10,yes,no
467,wO1g9Z3oSNf3FcwlxjFcCQ,[],2.6666666666666665,3,2016-06,no,no
468,t7ZBbn2m87g2bwGb_VVCdQ,['delivery'],2.3333333333333335,3,2018-09,yes,no
469,lLXeVmE3elWAJvR1zf6xQw,[],5.0,3,2021-10,no,yes
470,Ftkm1_WemgRGWvSq5UPvtw,['pickup'],2.6666666666666665,3,2021-06,yes,no
471,TuOam8qp0lrcIw8p1R9MVA,['delivery'],3.6666666666666665,3,2020-10,yes,yes
472,FIjPaYB9AFs-jeutXKvGvA,"['delivery', 'pickup']",3.3333333333333335,3,2018-03,yes,no
473,dgzj0TiXWymhq7udZMH3yA,['delivery'],4.333333333333333,3,2021-11,yes,yes
474,VU5H07M-xmJy6KHvGynhDw,['delivery'],3.6666666666666665,3,2021-07,yes,yes
475,WvzeORRIcQEk8sG0b9RFKA,"['delivery', 'pickup']",2.0,3,2019-09,yes,no
476,HH-pDFQ2zbUX1-a_TuQyOg,['delivery'],2.0,3,2019-06,yes,no
477,3JzZgiSth43NtirtuolK3Q,[],3.3333333333333335,3,2020-08,no,no
478,X47jSLfo157mMkttGdaokA,['delivery'],2.3333333333333335,3,2010-03,yes,no
479,quBJfpwoz5Jzn4ztAvZ0lQ,['pickup'],3.0,3,2016-10,yes,no
480,XyBkQF1t4Q5qj3VTZRromw,"['delivery', 'pickup']",2.3333333333333335,3,2021-07,yes,no
481,DLVt2btBG-op8ZpH7HcqYg,"['delivery', 'pickup']",1.0,3,2021-10,yes,no
482,K6WKVo6XtC5jbW7_5bzjPQ,"['pickup', 'delivery']",3.0,3,2016-04,yes,no
483,FS7xyxV6LSEmI65a1VzBPA,[],2.0,3,2020-01,no,no
484,SvOQSK1400bd-a2KuPchlw,[],2.6666666666666665,3,2018-07,no,no
485,50zBIw5Ex6gtK1zn9bk9IQ,"['pickup', 'delivery']",3.6666666666666665,3,2017-07,yes,yes
486,U63RXdwqcL8rLudylKa6Og,"['pickup', 'delivery']",2.6666666666666665,3,2021-05,yes,no
487,ZVlPpF4qPDjG7Y-NsGIX9A,['delivery'],2.0,3,2017-04,yes,no
488,Lv0a40PdegAYSuCJhnhwXQ,['delivery'],4.0,3,2020-08,yes,yes
489,iNWFUQWfPQZK6Qi8omcvcg,[],3.6666666666666665,3,2021-04,no,yes
490,I-uhBR4Sn9pIqH7zZCKGXw,['delivery'],2.3333333333333335,3,2021-05,yes,no
491,_SNf8okcJ8XtzEOtyVkc-g,['delivery'],3.6666666666666665,3,2020-05,yes,yes
492,5pZhQiXoqJYYjdbTbRHPnw,['delivery'],2.0,3,2018-04,yes,no
493,AltmBHvMWfkUmm2kI_JIrw,[],4.666666666666667,3,2020-02,no,yes
494,dzFXrboc6sVhUWpMgT1ugw,['delivery'],2.0,3,2020-03,yes,no
495,KDU_i24Jz0pMQhUQQQgvEg,"['pickup', 'delivery']",3.0,3,2018-04,yes,no
496,mdFA0ndnAKhgXoGMiouzOA,"['delivery', 'pickup']",2.3333333333333335,3,2018-12,yes,no
497,hTp9bklQDyp9mExikMYkcA,[],3.0,3,2019-05,no,no
498,m_I7RdZdmH5d_1L9wkqcwg,[],1.3333333333333333,3,2016-05,no,no
499,_mW71naVfPOe4V6jaXs-vw,"['delivery', 'pickup']",3.6666666666666665,3,2019-12,yes,yes
500,qlUsY1FWsqN-iXSGPYOpqQ,"['delivery', 'pickup']",3.3333333333333335,3,2021-08,yes,no
501,-pm7uIlNe_KdgJiqJ9J2ag,['delivery'],1.6666666666666667,3,2017-11,yes,no
502,qW3EsMvjh4LDAnj4ZA1L7Q,"['pickup', 'delivery']",4.0,3,2021-12,yes,yes
503,mIR_nFxxJ9p0lA7Onvlvrw,[],2.3333333333333335,3,2021-08,no,no
504,UqxFAtycsfXFMlX7OhRzOw,[],4.0,3,2021-06,no,yes
505,cYBifgE1ohpmsZkvTmP-VA,['delivery'],3.6666666666666665,3,2021-10,yes,yes
506,acdP0_uUuuZsJcuKVs0ElA,['delivery'],4.0,3,2019-08,yes,yes
507,J2rQMoRpczlDNSvh4wJE9Q,[],5.0,3,2020-03,no,yes
508,1E0EYFt1TNqF_Se9trZ0OA,[],2.3333333333333335,3,2019-08,no,no
509,jVPH2vJWgXVwQJL2x33M0g,['delivery'],3.3333333333333335,3,2021-04,yes,no
510,IzGE_LdENr3wjr_EI1UiAg,"['pickup', 'delivery']",2.0,3,2021-07,yes,no
511,v8WF7oUBkOIPAXbJhW4m-g,['delivery'],4.333333333333333,3,2021-10,yes,yes
512,ZJBy_2Le3bn6XAw9ZwoauA,[],2.3333333333333335,3,2018-05,no,no
513,F0INJdRHzZO99-N64R2sHg,['delivery'],2.3333333333333335,3,2019-08,yes,no
514,Yq-PV6CPk2oUOLgRpFJJdw,['delivery'],1.6666666666666667,3,2016-10,yes,no
515,Y0FQULD9kJ_G4vj3-Qy47Q,"['pickup', 'delivery']",2.0,3,2020-02,yes,no
516,HuFt-7CvFgY7hR21SEJFng,[],4.666666666666667,3,2021-10,no,yes
517,RopMJo4hg9Vr1sudf_igjw,"['delivery', 'pickup']",1.3333333333333333,3,2021-08,yes,no
518,0rxc_SbsEsHyAHf_ildb6Q,['delivery'],1.6666666666666667,3,2021-10,yes,no
519,6YWQto8gcXWCkK3ADEuexg,['delivery'],3.3333333333333335,3,2020-05,yes,no
520,gdEFU-jh_mWcIwLr9bUEKQ,"['pickup', 'delivery']",4.0,3,2017-02,yes,yes
521,exmnFLNgSYaj6PwyeheOYQ,[],3.6666666666666665,3,2018-09,no,yes
522,YjwXj_073Qsd2jash3Chmg,"['pickup', 'delivery']",4.666666666666667,3,2020-01,yes,yes
523,N_MQDMpmTMQLMkP6B6XgfQ,['delivery'],3.3333333333333335,3,2021-10,yes,no
524,wWGm2QMH5I9xegh0zYqMkg,[],2.6666666666666665,3,2019-12,no,no
525,JHsWjUmWzkzIjsBTe2vlsA,[],3.6666666666666665,3,2021-07,no,yes
526,ibY3WSaJDiLoUWi4PSK2hg,[],5.0,3,2018-10,no,yes
527,rltY6RaVYfNLHX9qAOY94Q,['delivery'],2.3333333333333335,3,2021-07,yes,no
528,GYSGeh7OA7vWn96mJZsjog,[],1.6666666666666667,3,2019-02,no,no
529,kdyyoKitbRMKzeURqgaO_A,['delivery'],1.3333333333333333,3,2020-01,yes,no
530,UjgIF9RWcPgMUkN-Esbl4g,[],4.333333333333333,3,2021-06,no,yes
531,mmzB2G03bHiXfcEDsDDgSw,[],2.6666666666666665,3,2021-09,no,no
532,aeti03g9A18kKGUnaMhY0A,"['delivery', 'pickup']",3.3333333333333335,3,2020-06,yes,no
533,zSajBUaSPL5RGtXPwZIaDQ,"['pickup', 'delivery']",3.3333333333333335,3,2021-05,yes,no
534,OaAASeZwuvCench8_efgnA,[],4.333333333333333,3,2021-06,no,yes
535,pDGsPb9QaNVs5KU0b8v0KA,"['delivery', 'pickup']",3.6666666666666665,3,2021-07,yes,yes
536,ZiB6_HLEYwLE0PrlHu_dlg,"['pickup', 'delivery']",1.0,3,2021-06,yes,no
537,u4uU80NDtT9XsS95c8dOkA,[],3.6666666666666665,3,2020-04,no,yes
538,sQiIOoh2zUr6ekBBaKqalA,['delivery'],3.6666666666666665,3,2020-09,yes,yes
539,gWJ00cMBY5NK2sqIWlPPwg,['delivery'],3.3333333333333335,3,2021-12,yes,no
540,i6qLhnukoWuZhk9rgFOfoA,"['delivery', 'pickup']",5.0,3,2020-11,yes,yes
541,o-AGV2O0yEk8PbFka-zoRw,"['delivery', 'pickup']",1.6666666666666667,3,2020-11,yes,no
542,V2GUkKbKE_f_zqCHTha1sg,"['pickup', 'delivery']",3.3333333333333335,3,2021-07,yes,no
543,3apgHd_dVlMlqgUHwDMyUw,['delivery'],4.666666666666667,3,2020-09,yes,yes
544,6jNaGkJAh_f7px61PIPlBA,['delivery'],2.6666666666666665,3,2019-03,yes,no
545,81EOECUWGbHDbcaYWoBFew,"['pickup', 'delivery']",2.0,3,2020-11,yes,no
546,51WraWKsBsjq3juIUtqJDQ,['delivery'],2.0,3,2016-07,yes,no
547,GVTfgQ5OrDdFWbonIVARhw,['delivery'],2.3333333333333335,3,2016-05,yes,no
548,zP56ObjcCOlDlLY-XG3HqA,['delivery'],3.0,3,2019-12,yes,no
549,-2CqSSHNVufKmV63vLsg7Q,['delivery'],1.3333333333333333,3,2020-01,yes,no
550,duQ69Mueu9wt4pd-b8FbUQ,['delivery'],4.666666666666667,3,2021-11,yes,yes
551,K2xNTvu63uBfJOiF65HpUQ,[],4.666666666666667,3,2021-09,no,yes
552,gTfVwdcp7rRGUPKD5n4Y9w,[],4.0,3,2021-11,no,yes
553,emVRjpUjJQRZA9P-UJicgA,['delivery'],5.0,3,2020-12,yes,yes
554,w-iVltnCyaCvlGh5khKmRw,"['pickup', 'delivery']",3.0,2,2020-08,yes,no
